,lat,lon,city,country_code,city_lat,city_lon,city_temperature,city_humidity,city_windspeed,city_clouds,city_temp_max,date,sunrise
991,8.400112459737556,68.35320022759797,Kavaratti,IN,10.57,72.64,84.17,100,8.86,0,84.17,1522782639,1522717504
1005,9.408556775729096,-41.45503682262359,Carutapera,BR,-1.2,-46.02,82.64,87,4.38,76,82.64,1522782640,1522746256
1009,3.101420189600219,40.029444099120894,Moyale,KE,3.52,39.06,67.7,99,2.15,56,67.7,1522782649,1522725730
1019,80.57993432720025,27.558583624623253,Mehamn,NO,71.03,27.85,30.85,92,35.57,75,32.0,1522781400,1522724111
1026,12.322231092840525,19.65309906145073,Mongo,TD,12.18,18.69,83.09,40,4.16,0,83.09,1522782640,1522730406
1034,62.46031954739698,87.54203912228718,Turukhansk,RU,65.8,87.96,-13.76,42,5.17,36,-13.76,1522782641,1522710810
1049,-16.154292279752184,20.01218246599454,Rundu,NA,-17.91,19.77,81.65,35,4.83,92,81.65,1522782641,1522730866
1050,44.16438127817267,20.582909516550316,Topola,RS,44.25,20.68,57.2,50,2.24,0,57.2,1522780200,1522728832
1053,11.281423617591287,-12.592901756858424,Pita,GN,11.06,-12.4,84.35,50,2.26,36,84.35,1522782641,1522737893
1061,40.49619016753738,-82.99923280088503,Marion,US,40.59,-83.13,54.05,87,14.99,90,55.4,1522781820,1522753893
1071,-8.904892023186335,-88.2924948669087,San Cristobal,EC,-1.02,-79.44,65.27,100,3.38,92,65.27,1522782642,1522754271
1080,12.782246094986192,-12.160302730046538,Kedougou,SN,12.56,-12.19,105.8,11,4.7,40,105.8,1522778400,1522737804
1091,68.6974979576988,2.5348140416615763,Roald,NO,62.58,6.12,36.23,59,11.41,0,37.4,1522781400,1522730865
1094,7.248224819730268,0.8678266482410066,Amlame,TG,7.47,0.9,86.33,64,7.18,44,86.33,1522782651,1522734791
1102,26.56210657656851,75.5910687602061,Bagru,IN,26.81,75.54,84.2,26,4.72,20,84.2,1522782000,1522716363
1111,-24.15705757106838,-53.06910641574032,Moreira Sales,BR,-24.05,-53.01,80.48,76,8.08,0,80.48,1522782643,1522748495
1121,22.566394129130458,47.86776333163209,Riyadh,SA,24.63,46.72,78.8,31,8.05,75,78.8,1522778400,1522723341
1141,-2.664671295141858,87.87510717856875,Meulaboh,ID,4.14,96.13,79.49,100,3.83,76,79.49,1522782652,1522712022
1154,14.584561258241138,-77.27592792752681,Bull Savanna,JM,17.89,-77.59,80.12,71,4.16,68,80.12,1522782644,1522753351
1159,20.357648581337628,-75.23483806723621,Guantanamo,CU,20.14,-75.21,83.84,70,19.46,40,86.0,1522778160,1522752717
1168,-1.5183566203937175,-0.617983827250157,Takoradi,GH,4.89,-1.75,83.54,93,9.86,0,83.54,1522782653,1522735489
1173,4.2423626184772445,74.32709756391864,Male,MV,4.17,73.51,84.2,79,1.12,20,84.2,1522778400,1522717449
1176,56.162239095828795,87.18634620614782,Verkh-Chebula,RU,56.03,87.61,17.57,77,11.88,68,17.57,1522782653,1522712028
1193,12.093792040091387,-59.472092371002915,Oistins,BB,13.07,-59.53,84.2,66,17.22,40,84.2,1522778400,1522749147
1203,50.90258125975032,30.940398898258138,Oster,UA,50.95,30.88,44.6,77,6.71,8,48.2,1522780200,1522726000
1206,9.866195636932304,-15.438758837352239,Sangueya,GN,10.7,-14.37,90.02,44,10.09,0,90.02,1522782654,1522738374
1209,-16.102261021038004,-30.74931928187776,Piacabucu,BR,-10.41,-36.43,88.67,56,11.54,0,88.67,1522782655,1522744173
1211,-49.46432272827562,-67.35045558518645,Rio Gallegos,AR,-51.62,-69.22,50.0,61,9.17,40,50.0,1522778400,1522753403
1213,-1.726583664345327,-43.139395746456785,Humberto De Campos,BR,-2.6,-43.46,84.62,88,8.97,76,84.62,1522782625,1522745675
1221,38.767666845283685,66.56158660249315,Kitob,UZ,39.12,66.88,59.0,62,4.7,0,59.0,1522780200,1522717995
1223,34.45133177298581,69.44252769143617,Bagrami,AF,34.49,69.27,57.2,67,5.82,40,57.2,1522781400,1522717606
1226,9.139759594264916,40.43137496423242,Awash,ET,8.99,40.17,70.31,74,3.49,44,70.31,1522782647,1522725332
1228,21.514433195123758,78.44083697216297,Pandhurna,IN,21.6,78.53,74.18,45,5.06,0,74.18,1522782647,1522715801
1235,39.74723570035235,86.34637520235677,Korla,CN,41.76,86.15,41.24,29,10.65,0,41.24,1522782648,1522713259
1239,40.28106433893208,61.01845978676448,Gazojak,TM,41.19,61.4,48.44,78,3.71,0,48.44,1522782648,1522719218
1241,34.659296772626874,38.3999534285843,Salamiyah,SY,35.01,37.05,54.92,50,6.85,0,54.92,1522782648,1522725312
1246,7.538315118989715,64.12867724427258,Kulhudhuffushi,MV,6.62,73.07,83.72,100,4.72,68,83.72,1522782648,1522717496
1249,4.524911311495117,-10.031326340697916,Buchanan,LR,5.88,-10.05,82.4,83,4.7,40,82.4,1522780200,1522737457
1251,-10.227212572356933,-88.27112416990336,Sechura,PE,-5.56,-80.82,78.95,71,9.31,0,78.95,1522782648,1522754711
1252,40.22969893189227,-64.84262358456218,Shelburne,CA,44.08,-80.2,39.74,44,9.17,90,41.0,1522778400,1522753022
1257,16.525735699563825,-65.6833908059213,Arroyo,US,41.39,-78.88,45.21,100,10.29,90,46.4,1522781640,1522752837
1269,54.00546589538115,47.40202950929475,Chufarovo,RU,54.09,47.33,33.95,92,12.77,32,33.95,1522782649,1522721834
1275,56.20020140442736,14.19987141878471,Kristianstad,SE,56.03,14.16,37.64,93,5.95,88,37.64,1522782658,1522729624
1277,-41.54069821404977,-64.00967979698956,Viedma,AR,-40.81,-62.99,81.29,45,10.65,0,81.29,1522782650,1522751416
1279,74.99898527249607,86.39698374248422,Dudinka,RU,69.41,86.18,-10.43,72,9.31,64,-10.43,1522782444,1522710553
1281,90.50433906070089,31.920254353610773,Berlevag,NO,70.86,29.09,29.64,92,35.57,75,30.2,1522781400,1522723859
1290,44.31136151701568,81.85789453569978,Yining,CN,29.04,114.56,62.39,98,1.92,48,62.39,1522782650,1522706935
1295,-26.070169975350495,37.51664047834369,Inhambane,MZ,-23.87,35.38,78.8,88,7.96,20,78.8,1522778400,1522727270
1297,39.039681602058465,75.8327063790729,Kashi,CN,39.45,75.98,60.8,9,8.95,0,60.8,1522778400,1522715799
1304,4.0712975791833514,19.648358741997527,Bosobolo,CD,4.19,19.88,74.99,96,2.48,24,74.99,1522782659,1522730316
1307,43.02220464999317,-60.46098664452039,Port Hawkesbury,CA,45.62,-61.36,39.2,25,3.36,1,39.2,1522778400,1522748425
1317,60.36968414869611,-56.0363442192813,Nuuk,GL,64.17,-51.74,33.8,59,5.82,40,33.8,1522781400,1522744501
1345,45.103574382991695,-78.66930506055927,Fenelon Falls,CA,44.54,-78.74,41.13,48,8.05,90,42.8,1522778400,1522752648
1348,-23.58813334945816,28.145592390823424,Ellisras,ZA,-23.67,27.74,70.67,69,3.6,12,70.67,1522782652,1522729099
1353,68.71102394340954,74.94674787463362,Pangody,RU,65.85,74.49,-9.8,35,3.04,44,-9.8,1522782652,1522714026
1357,6.081738833205975,-62.17433234470296,Upata,VE,8.02,-62.41,88.58,50,7.29,36,88.58,1522782661,1522749966
1367,50.23639573703451,13.862901462089468,Nove Straseci,CZ,50.15,13.9,57.85,50,5.82,0,59.0,1522782000,1522730121
1375,7.342302542018928,-80.97183347177568,La Palma,PA,8.4,-78.14,88.04,67,9.75,56,88.04,1522782653,1522753731
1382,48.02784914994777,-86.7531046829729,Marathon,CA,48.72,-86.38,23.0,38,9.17,75,23.0,1522778400,1522754243
1391,48.12347662216692,-59.183998379456,Channel-Port Aux Basques,CA,47.57,-59.14,29.45,100,16.69,0,29.45,1522782653,1522747784
1398,7.751678371519461,84.93529684285352,Kalmunai,LK,7.42,81.82,73.64,97,2.82,8,73.64,1522782653,1522715378
1408,15.424881497698408,19.998759113593522,Biltine,TD,14.53,20.93,80.48,19,8.19,0,80.48,1522782662,1522729808
1409,-39.492979707875236,-62.008507575242746,Punta Alta,AR,-27.46,-55.82,81.5,74,3.36,40,82.4,1522778400,1522749263
1416,26.80484315226886,-17.669959723290162,Adeje,ES,28.12,-16.73,62.49,77,10.29,40,66.2,1522782000,1522738449
1419,19.439654523900117,45.8367074814858,Najran,SA,17.54,44.22,80.6,19,6.93,40,80.6,1522778400,1522724142
1431,-1.1197510651718687,14.930790806630142,Ewo,CG,-0.88,14.81,78.5,75,6.29,36,78.5,1522782654,1522731652
1441,39.176999935001106,-89.17201295412595,Taylorville,US,39.55,-89.29,62.94,88,21.92,90,64.4,1522780500,1522755417
1447,-35.05547732000093,-65.50378295776969,Mercedes,AR,-29.18,-58.08,76.79,94,4.61,12,76.79,1522782663,1522749855
1454,11.049808278651682,16.801601059291187,Bousso,TD,10.48,16.71,88.67,35,3.04,12,88.67,1522782655,1522730924
1463,-0.6019244785239266,-42.47118488119279,Tutoia,BR,-2.76,-42.27,84.62,92,8.3,48,84.62,1522782655,1522745393
1472,45.120201490504456,-39.793682041237126,Ribeira Grande,PT,38.52,-28.7,60.8,55,11.41,20,60.8,1522782000,1522740935
1487,-3.248534939096743,7.9402092714746715,Omboue,GA,-1.57,9.26,80.93,100,7.18,92,80.93,1522782656,1522733000
1501,3.557424632224297,30.60977525516715,Koboko,UG,3.41,30.96,67.61,96,4.38,92,67.61,1522782664,1522727676
1505,0.32748844952556055,18.785777083778086,Mbandaka,CD,0.05,18.26,79.31,79,4.61,32,79.31,1522782656,1522730803
1506,49.43621484873768,55.21295113135764,Shubarkuduk,KZ,49.15,56.49,38.54,57,17.25,0,38.54,1522782665,1522719977
1518,42.48306444323924,-62.89185591120763,Halifax,CA,44.65,-63.58,42.91,52,13.87,90,44.6,1522778400,1522749009
1521,30.444378981799588,69.03084940159795,Loralai,PK,30.37,68.6,52.04,71,0.36,24,52.04,1522782666,1522717912
1525,-31.481235273377536,-51.82608019869252,Sao Lourenco Do Sul,BR,-31.37,-51.98,78.8,69,11.41,40,78.8,1522778400,1522748455
1526,17.9409084784337,87.39844974054358,Puri,IN,19.8,85.85,80.6,83,4.7,20,80.6,1522780200,1522714095
1536,56.32005290671046,-15.18241821713282,Westport,IE,53.8,-9.52,39.2,100,10.29,90,39.2,1522780200,1522735477
1537,46.662399556023075,38.5033855627307,Shirochanka,RU,46.66,38.33,42.5,88,11.99,24,42.5,1522782658,1522724474
1556,-17.444211256998017,-38.15101973060015,Prado,BR,-17.34,-39.22,81.47,92,11.1,0,81.47,1522782667,1522745011
1567,62.73994438188208,-20.626768682391088,Vestmannaeyjar,IS,63.44,-20.27,33.41,98,14.23,56,33.41,1522782658,1522737070
1589,-9.40432418641916,39.61475884513371,Lindi,TZ,-10.0,39.71,77.0,94,13.87,75,77.0,1522778400,1522725890
1598,45.94445698806413,15.192704792938741,Radece,SI,46.07,15.18,54.75,50,13.87,0,57.2,1522782000,1522730055
1601,40.78596314575327,-2.3486956484720594,Cuenca,ES,40.07,-2.13,53.75,51,15.23,12,53.75,1522782470,1522734498
1609,40.165978243058106,30.24866964329837,Bilecik,TR,40.14,29.98,42.28,57,2.24,0,48.2,1522779600,1522726797
1615,60.408585320611564,39.9003124370318,Vozhega,RU,60.47,40.21,31.61,90,17.25,64,31.61,1522782668,1522722953
1621,-1.7995887572379843,-74.05492156461901,Puerto Leguizamo,CO,-0.19,-74.78,85.97,72,2.71,68,85.97,1522782668,1522753133
1622,-18.22425849121359,-25.47035132241453,Maceio,BR,-9.67,-35.74,86.0,66,14.99,20,86.0,1522778400,1522743990
1624,17.965368340232914,-77.2542467314813,May Pen,JM,17.97,-77.26,86.0,66,10.29,20,86.0,1522778400,1522753270
1631,-20.643874414544285,42.767409657129406,Morondava,MG,-20.3,44.28,82.64,86,6.73,56,82.64,1522782669,1522725042
1637,-33.11101644279432,26.2977157574108,Grahamstown,ZA,-33.31,26.53,65.18,93,2.59,36,65.18,1522782670,1522729663
1641,61.83089741213712,28.950756754535604,Savonlinna,FI,61.87,28.88,28.4,79,5.82,20,28.4,1522781400,1522725504
1644,36.52695409323806,8.254291925265292,Wadi Maliz,TN,36.47,8.55,67.71,56,4.7,40,69.8,1522778400,1522732088
1645,-3.9308281268549763,24.490010488517086,Lodja,CD,-3.52,23.6,69.59,97,2.37,92,69.59,1522782662,1522729605
1652,63.861928804035614,70.26128426147375,Nadym,RU,65.53,72.51,-3.68,52,4.16,56,-3.68,1522782662,1522714551
1653,4.986132410264418,45.32657817690989,Xuddur,SO,4.12,43.89,72.02,94,4.83,44,72.02,1522782662,1522724557
1657,-6.37316267556136,46.767912612915524,Mitsamiouli,KM,-11.38,43.28,82.4,83,13.87,75,82.4,1522778400,1522725066
1670,12.63432759466815,3.656671080314908,Birnin Kebbi,NG,12.45,4.2,94.52,20,5.61,0,94.52,1522782383,1522733875
1680,37.63440499490076,55.99815070425191,Kalaleh,IR,37.38,55.49,53.21,88,2.37,0,53.21,1522782663,1522720798
1708,19.483970187324417,81.43687033758079,Kondagaon,IN,19.59,81.66,71.75,62,1.48,0,71.75,1522782672,1522715106
1724,67.79834529745133,-15.011605188268263,Husavik,IS,66.04,-17.34,26.6,100,11.32,75,26.6,1522778400,1522735975
1727,-0.7222554816293325,43.81462157439515,Jamame,SO,0.07,42.75,81.74,77,7.07,24,81.74,1522782673,1522724926
1745,43.57491217083265,-22.7887816333172,Rabo De Peixe,PT,37.8,-25.58,59.0,67,17.22,20,59.0,1522782000,1522740217
1761,-21.30668190324917,39.57444980944743,Quelimane,MZ,-17.88,36.89,78.86,76,5.39,36,78.86,1522782674,1522726756
1774,24.680262740698424,-77.81241410893557,Andros Town,BS,24.73,-77.79,84.2,42,9.17,75,84.2,1522778400,1522753200
1776,65.68085947656482,22.07063166443021,Lulea,SE,65.58,22.15,28.4,63,8.05,0,28.4,1522781400,1522726598
1778,11.296546584349159,-47.96465041367021,Cayenne,GF,4.94,-52.33,84.2,70,9.17,75,84.2,1522780200,1522747623
1785,72.95120152796122,19.879283438947027,Skjervoy,NO,70.03,20.97,32.0,100,5.82,75,32.0,1522781400,1522726009
1788,-11.080663591575643,3.5268842729962415,Namibe,AO,-15.19,12.15,79.22,100,9.98,92,79.22,1522782667,1522732628
1791,48.47453506719074,-88.46755715218912,Thunder Bay,CA,48.41,-89.26,24.8,49,6.93,90,24.8,1522778400,1522754952
1799,0.409284480390653,15.95301238821908,Owando,CG,-0.49,15.91,78.32,77,3.83,36,78.32,1522782667,1522731379
1800,8.828172555117021,-85.17699845115732,Parrita,CR,9.52,-84.33,84.22,32,10.29,20,86.0,1522778400,1522755188
1803,68.58046056829758,4.0630559139079025,Bud,NO,62.91,6.91,36.18,51,10.29,75,37.4,1522781400,1522730633
1809,59.7977827427714,29.1069201280543,Begunitsy,RU,59.58,29.3,32.0,63,6.71,20,32.0,1522780200,1522725662
1824,59.157347329780606,43.72554508556212,Kologriv,RU,58.83,44.31,33.95,97,9.08,92,33.95,1522782668,1522722143
1825,73.22499060085207,11.591169393918733,Gravdal,NO,59.79,5.78,35.6,93,10.29,75,35.6,1522781400,1522731272
1827,-0.8232707446757956,-80.42806442791976,Rocafuerte,EC,-0.92,-80.45,80.6,74,8.05,75,80.6,1522778400,1522754511
1831,-23.556007587463313,7.432173117674907,Henties Bay,NA,-22.12,14.28,67.61,91,6.4,68,67.61,1522782669,1522732290
1839,30.532478068759474,-13.463452518243187,Teguise,ES,29.06,-13.56,66.2,68,13.87,40,66.2,1522782000,1522737658
1856,17.397005558900048,79.77878328838338,Suriapet,IN,17.15,79.62,79.4,53,10.65,0,79.4,1522782678,1522715661
1860,55.99740725330534,68.83358775379745,Novoseleznevo,RU,55.68,69.21,23.42,77,7.74,20,23.42,1522782669,1522716465
1875,-17.448890451077318,39.74259071782308,Angoche,MZ,-16.23,39.91,83.81,100,9.64,56,83.81,1522782678,1522725990
1879,10.955098188640193,19.960125605470566,Am Timan,TD,11.04,20.28,86.69,18,6.62,12,86.69,1522782678,1522730053
1885,41.832813698417624,77.38990332343738,Kyzyl-Suu,KG,42.34,78.0,32.24,100,5.61,0,32.24,1522782679,1522715186
1892,8.068330180234682,-67.58172201762915,Calabozo,VE,8.92,-67.43,96.77,39,12.1,24,96.77,1522782679,1522751148
1896,59.100199343141554,62.922693701276216,Gari,RU,59.43,62.35,37.01,86,8.52,36,37.01,1522782671,1522717761
1919,-2.611344064430824,10.971146348891438,Tchibanga,GA,-2.92,11.0,77.69,91,4.61,76,77.69,1522782671,1522732614
1922,-17.188443299344527,25.19495771035517,Kasane,BW,-17.8,25.16,71.6,78,6.93,0,71.6,1522778400,1522729569
1924,56.30437464348796,77.75482352063867,Severnoye,RU,54.09,52.54,34.4,91,14.0,0,34.4,1522782672,1522720586
1928,16.959091574132998,-80.85961919516944,Bodden Town,KY,19.28,-81.25,84.2,70,12.75,20,84.2,1522778400,1522754190
1936,-3.1734953004684314,-71.53770516710306,Puerto Narino,CO,-3.77,-70.38,73.4,100,4.7,75,73.4,1522778400,1522752163
1943,45.97758531483936,54.56260218277197,Beyneu,KZ,45.32,55.19,46.19,59,14.9,0,46.19,1522782672,1522720505
1944,56.999734847190126,-0.5515496013839112,Boddam,GB,57.47,-1.78,37.4,93,5.82,75,37.4,1522781400,1522733314
1949,41.36746959199667,-9.41727485935887,Agucadoura,PT,41.43,-8.78,54.57,87,9.17,75,55.4,1522782000,1522736031
1956,-11.024375287911312,6.921740834136557,Benguela,AO,-12.58,13.4,80.84,100,8.75,20,80.84,1522782627,1522732265
1983,52.6900761471191,40.309497012659904,Ustye,RU,58.76,27.79,25.22,78,9.08,8,25.22,1522782673,1522726107
1990,55.4708207350707,-74.51996886052208,Chapais,CA,49.78,-74.86,10.4,46,5.82,1,10.4,1522778400,1522751416
1992,47.738662467966265,20.308006257770955,Kal,HU,47.73,20.27,57.2,50,6.93,0,57.2,1522781100,1522728742
2025,3.395400946318688,25.820639471123158,Buta,CD,2.79,24.73,76.97,88,3.04,88,76.97,1522782674,1522729186
2028,17.86574766301402,65.7608989236418,Porbandar,IN,21.64,69.61,74.09,86,8.52,0,74.09,1522782674,1522717939
2029,66.12623842761172,15.126717102629812,Storforshei,NO,66.4,14.52,24.8,62,2.24,0,24.8,1522781400,1522728288
2042,-43.81960019229439,-69.20356058692458,Comodoro Rivadavia,AR,-45.87,-67.48,59.0,82,8.05,75,59.0,1522780800,1522752701
2044,15.044966964631527,15.264417116793169,Mao,TD,14.12,15.31,85.79,24,5.39,0,85.79,1522782674,1522731167
2051,26.71793602920394,-76.49672220706825,Marsh Harbour,BS,26.54,-77.06,74.81,99,10.42,56,74.81,1522782675,1522752968
2054,15.054897316645082,12.59634563365158,Diffa,NE,13.32,12.61,85.52,18,5.95,0,85.52,1522782683,1522731835
2056,25.434130514535894,75.06828889684789,Mandalgarh,IN,25.2,75.09,73.01,29,7.18,0,73.01,1522782675,1522716520
2058,-13.604282933263534,59.5339603218672,Cap Malheureux,MU,-19.98,57.61,80.6,78,10.29,75,80.6,1522778400,1522721834
2060,25.468261640539282,51.738035154358045,Doha,QA,25.29,51.53,84.2,20,4.7,0,84.2,1522778400,1522722168
2061,31.700118790069297,81.80627718861334,Dharchula,IN,29.85,80.53,37.55,91,1.81,32,37.55,1522782676,1522715069
2063,15.547945955898541,46.54267760893262,Sayyan,YE,15.17,44.32,62.57,28,4.16,56,62.57,1522782685,1522724181
2069,19.56046696706187,66.94171103935116,Dwarka,IN,28.58,77.04,84.2,51,5.82,20,84.2,1522782000,1522715947
2070,66.26244875756655,34.01780328119182,Umba,RU,66.69,34.34,31.97,97,3.83,88,31.97,1522782676,1522723494
2071,44.19636469204016,9.651965102287264,La Spezia,IT,44.11,9.83,55.4,76,5.82,20,55.4,1522781100,1522731440
2075,10.64193145822233,-63.16504089293622,Carupano,VE,10.67,-63.26,77.15,94,9.98,56,77.15,1522782677,1522750104
2093,-9.144128860819734,27.627361745383084,Nchelenge,ZM,-9.35,28.74,69.41,89,3.15,44,69.41,1522782677,1522728507
2096,54.77890215607832,20.470239914047653,Kaliningrad,RU,54.71,20.51,44.6,87,6.71,90,44.6,1522780200,1522728212
2099,40.51165793148965,-66.143709397642,Yarmouth,CA,43.84,-66.12,41.0,56,9.17,90,41.0,1522778400,1522749659
2109,-26.943381215032844,23.52880045851346,Kuruman,ZA,-27.46,23.43,62.12,87,5.39,88,62.12,1522782686,1522730236
2110,-21.92307483880552,50.06201255240239,Mananjary,MG,-19.16,46.8,60.77,90,5.61,32,60.77,1522782677,1522724409
2114,35.304220248464816,-7.602589464183211,Kenitra,MA,34.26,-6.57,62.6,77,5.82,75,62.6,1522780200,1522735799
2115,-43.017445493162086,-71.67204894834433,San Carlos De Bariloche,AR,-41.13,-71.31,59.0,67,17.22,75,59.0,1522778400,1522753426
2119,-33.595952973928206,-49.877146574323895,Rio Grande,BR,-32.03,-52.1,78.8,69,11.41,40,78.8,1522778400,1522748504
2120,62.94237819282924,2.958174187879351,Maloy,NO,61.94,5.11,33.82,74,12.75,75,35.6,1522781400,1522731187
2121,-35.4577451286176,-67.19432428254153,San Rafael,AR,-34.61,-68.33,83.27,29,4.16,0,83.27,1522782679,1522752482
2124,65.02642830760468,-45.27333624130445,Qaqortoq,GL,60.72,-46.03,41.0,32,8.05,75,41.0,1522781400,1522743578
2126,34.52993547205645,55.456885403179086,Tabas,IR,33.6,56.92,56.72,25,4.61,0,56.72,1522782688,1522720600
2131,-3.045148324757008,25.350840609172778,Kindu,CD,-2.95,25.92,74.9,86,2.93,92,74.9,1522782680,1522729035
2145,11.832110128531781,-1.3709516535332256,Kombissiri,BF,12.07,-1.34,100.4,14,2.24,44,100.4,1522778400,1522735214
2147,28.834396701823437,48.27092180050488,Bayan,KW,29.3,48.05,75.2,29,8.05,0,75.2,1522778400,1522722876
2148,5.591983366241209,-53.672527965071836,Mana,GF,5.67,-53.78,82.19,77,3.49,48,82.19,1522782680,1522747954
2153,31.095590580079914,-17.115358890818257,Camara De Lobos,PT,32.63,-16.97,64.4,59,10.29,20,64.4,1522782000,1522738353
2159,54.03317270790424,50.63716115263804,Koshki,RU,54.2,50.47,34.4,90,15.23,0,34.4,1522782681,1522721074
2166,-10.614865566313853,13.845188780426227,Sumbe,AO,-11.2,13.84,80.21,100,7.18,20,80.21,1522782690,1522732127
2170,14.102118007347684,-64.68545573359572,La Asuncion,VE,11.03,-63.86,78.32,100,17.47,32,78.32,1522782681,1522750239
2172,65.75457736623613,70.84462469903661,Yar-Sale,RU,66.83,70.83,1.37,72,12.66,64,1.37,1522782690,1522714736
2191,23.66181417193451,-75.30413789517957,Clarence Town,BS,23.1,-74.98,76.52,100,10.65,36,76.52,1522782682,1522752576
2202,23.544594325962407,-11.569183405427154,Atar,MR,20.52,-13.05,93.2,16,3.36,12,93.2,1522778400,1522737797
2206,-14.326405400450142,-46.350458018142064,Posse,BR,-14.08,-46.36,85.97,56,4.5,48,85.97,1522782682,1522746645
2219,53.919121024462044,72.24370927873653,Poltavka,RU,54.36,71.76,14.24,63,2.93,0,14.24,1522782691,1522715960
2238,-2.315275469656342,40.27103870480951,Witu,KE,-2.39,40.44,82.64,70,8.08,88,82.64,1522782683,1522725537
2252,9.863242422452657,40.846380985005226,Gewane,ET,10.16,40.66,66.71,95,2.37,32,66.71,1522782692,1522725186
2255,-1.383170609198146,-50.790318042028694,Breves,BR,-1.68,-50.48,76.07,100,3.94,88,76.07,1522782683,1522747338
2258,-10.79590766706849,9.768682707097582,Luanda,AO,-8.83,13.24,82.4,74,6.93,40,82.4,1522778400,1522732215
2265,7.135200261330112,58.09817739025084,Bandarbeyla,SO,9.49,50.81,81.02,100,10.2,88,81.02,1522782684,1522722767
2267,-35.0353455181515,88.48329653149412,Geraldton,AU,-28.77,114.6,66.2,88,4.7,40,66.2,1522782000,1522708384
2275,-1.5161881006382032,-7.449588828211347,Harper,LR,4.38,-7.71,81.11,100,9.42,44,81.11,1522782684,1522736931
